tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2018-0495,Dubai,Hard,32,A,20180226,279,105332,,,Benoit Paire,R,196,FRA,28.8,106415,,PR,Yoshihito Nishioka,L,170,JPN,22.4,5-7 6-4 6-1,3,R32,102,15,6,98,60,47,16,15,4,6,2,1,82,60,38,12,14,2,6,46,1075,179,307
1995-430,Essen Masters,Carpet,48,M,19951023,34,102358,9,,Thomas Enqvist,R,190,SWE,21.6,101441,,WC,Martin Sinner,R,180,GER,27.7,6-4 6-3,3,R16,82,6,1,59,32,20,19,9,6,7,1,3,63,33,22,13,10,6,10,9,2073,51,740
1968-580,Australian Chps.,Grass,64,G,19680119,42,107383,,,John Fraser,R,,AUS,32.4,100106,11,,Graham Stilwell,R,173,GBR,22.1,6-3 8-6 5-7 4-6 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1975-416,Rome,Clay,64,M,19750525,46,100135,7,,Onny Parun,R,188,NZL,28.1,100215,,,Fred Mcnair,R,183,USA,24.8,6-4 6-7 6-1,3,R32,,,,,,,,,,,,,,,,,,,,20,,85,
2008-306,Poertschach,Clay,32,A,20080518,20,103781,,,Jurgen Melzer,L,183,AUT,26.9,104898,8,,Robin Haase,R,190,NED,21.1,6-3 4-6 6-2,3,R16,101,3,1,75,41,25,21,13,2,5,5,5,82,46,27,18,14,5,11,103,434,58,614
1988-327,Toulouse,Hard,32,A,19881010,30,100284,2,,Jimmy Connors,L,178,USA,36.1,101084,6,,Jakob Hlasek,R,188,SUI,23.9,5-7 7-6 6-3,3,SF,,,,,,,,,,,,,,,,,,,,9,,25,
1982-430,Wembley,Carpet,32,A,19821108,291,100653,4,,Andres Gomez,L,193,ECU,22.6,100253,,,Tom Gullikson,L,180,USA,31.1,5-7 7-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,,16,,51,
1973-7310,Beckenham,Grass,64,A,19730611,253,100217,,,Bob Mckinley,R,,USA,22.8,108374,,,Thierry Bernasconi,R,188,FRA,22.7,6-2 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
2006-403,Miami Masters,Hard,96,M,20060320,22,103454,,,Nicolas Massu,R,183,CHI,26.4,103171,,,Raemon Sluiter,R,185,NED,27.9,6-4 6-3,3,R128,79,6,3,54,29,23,13,9,1,2,4,2,55,31,17,13,10,2,6,43,825,98,423
1993-379,Prague,Clay,32,A,19930802,25,101843,1,,Sergi Bruguera,R,188,ESP,22.5,101063,,,Jordi Arrese,R,175,ESP,28.9,6-2 6-1,3,QF,62,5,1,36,15,13,16,8,0,1,0,5,45,28,13,5,7,3,8,5,2531,90,484
1975-729,Tuscon,Hard,64,A,19750331,17,100055,16,,Cliff Drysdale,R,188,RSA,33.8,100145,,,Dick Dell,R,,USA,27.5,7-5 6-3,3,R64,,,,,,,,,,,,,,,,,,,,27,,105,
1999-D073,Davis Cup G2 F: PER vs MEX,Clay,4,D,19990924,4,103632,,,Luis Horna,R,180,PER,19.0,103060,,,Alejandro Hernandez,R,180,MEX,21.9,6-1 6-1 6-4,5,RR,,,,,,,,,,,,,,,,,,,,165,252,174,239
1989-240,Itaparica,Hard,32,A,19891120,23,101440,,,Mark Koevermans,R,185,NED,21.7,101809,,,Nicolas Pereira,R,188,VEN,19.1,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,59,,132,
1979-330,Tel Aviv,Hard,32,A,19791008,27,100640,,,Stefan Simonsson,R,175,SWE,19.7,100378,3,,David Schneider,R,185,USA,24.3,7-6 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,69,
2003-573,Valencia,Clay,32,A,20030428,22,102950,,,Fernando Vicente,R,180,ESP,26.1,102179,,,Antony Dupuis,R,185,FRA,30.1,6-7(6) 6-1 6-3,3,R16,128,9,1,104,57,42,27,14,4,4,4,6,92,41,27,27,14,3,7,57,706,86,473
2018-M015,Beijing,Hard,32,A,20181001,277,106378,5,,Kyle Edmund,R,188,GBR,23.7,105376,,,Peter Gojowczyk,R,185,GER,29.2,3-6 6-1 6-2,3,R32,91,13,2,76,46,32,15,12,2,5,6,3,65,34,23,9,12,3,9,16,1855,70,786
2022-9663,Sydney,Hard,32,A,20220110,287,105676,8,,David Goffin,R,180,BEL,31.0,106045,,LL,Denis Kudla,R,180,USA,29.3,6-2 6-3,3,R16,81,8,4,54,28,24,13,8,1,1,3,3,69,43,28,8,9,5,9,45,1261,109,698
1983-401,Philadelphia,Carpet,64,A,19830131,27,100452,,,Bill Scanlon,R,185,USA,26.2,101061,10,,Jimmy Arias,R,175,USA,18.4,6-1 7-6,3,R32,,,,,,,,,,,,,,,,,,,,71,,21,
1986-240,Itaparica,Hard,32,A,19861124,22,101179,,,Jean Philippe Fleurian,R,185,FRA,21.2,100954,,,Luiz Mattar,R,183,BRA,23.2,7-6 4-6 6-1,3,R16,,,,,,,,,,,,,,,,,,,,162,,101,
2004-807,Acapulco,Clay,32,A,20040301,26,103428,7,,Juan Ignacio Chela,R,190,ARG,24.5,103169,,,Oscar Hernandez,R,180,ESP,25.8,3-6 6-0 6-2,3,QF,102,3,2,65,43,36,8,12,5,7,0,2,75,54,30,8,11,3,8,39,915,90,425
1985-328,Basel,Hard,32,A,19851014,19,101036,4,,Miloslav Mecir,R,190,SVK,21.4,100603,,Q,Roland Stadler,A,178,SUI,26.3,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,11,,704,
2015-2276,Zagreb,Hard,28,A,20150202,15,104198,3,,Guillermo Garcia Lopez,R,188,ESP,31.6,106000,,,Damir Dzumhur,R,172,BIH,22.7,6-1 6-1,3,R16,64,4,3,54,31,22,13,7,5,5,0,1,44,23,11,8,7,0,5,33,1155,128,425
2005-329,Tokyo,Hard,48,A,20051003,14,104056,,,Roko Karanusic,R,183,CRO,23.0,103821,,,Danai Udomchoke,R,173,THA,24.1,7-6(5) 6-4,3,R64,93,1,0,75,49,35,14,11,3,5,0,3,97,62,36,19,11,13,16,155,264,144,295
2012-560,US Open,Hard,128,G,20120827,108,103970,4,,David Ferrer,R,175,ESP,30.4,103720,,WC,Lleyton Hewitt,R,180,AUS,31.5,7-6(9) 4-6 6-3 6-0,5,R32,192,10,7,113,62,51,29,19,3,5,8,5,147,77,57,27,18,11,16,5,5375,125,445
2000-D083,Davis Cup WG R1: ZIM vs USA,Hard,4,D,20000204,2,101647,,,Byron Black,R,175,ZIM,30.3,102162,,,Chris Woodruff,R,188,USA,27.0,7-6(2) 6-3 6-2,5,RR,,,,,,,,,,,,,,,,,,,,71,555,37,938
2015-D066,Davis Cup G2 PO: ZIM vs MDA,Hard,4,D,20150717,2,111761,,,Benjamin Lock,R,198,ZIM,22.3,132566,,,Dmitrii Baskov,R,,MDA,20.5,6-2 6-0 6-2,5,RR,,,,,,,,,,,,,,,,,,,,701,34,2018,1
2007-419,Indianapolis,Hard,32,A,20070723,8,104433,,,Frank Dancevic,R,185,CAN,22.8,103794,8,,Benjamin Becker,R,178,GER,26.0,6-4 6-3,3,R32,71,14,3,66,32,25,21,9,6,6,2,3,62,29,19,18,10,6,9,109,393,47,719
2015-319,Kitzbuhel,Clay,28,A,20150803,1,104890,,,Andreas Haider Maurer,R,190,AUT,28.3,105154,,,Joao Souza,R,193,BRA,27.1,7-6(2) 6-4,3,R32,,10,6,78,44,33,18,11,5,7,7,1,63,44,32,9,11,2,5,58,810,88,554
1978-580,Australian Open,Grass,64,G,19781226,19,100178,,,Bob Giltinan,R,,AUS,29.7,100148,,,Ismail El Shafei,R,,EGY,31.1,6-7 6-4 6-3 6-7 9-7,5,R64,,,,,,,,,,,,,,,,,,,,82,,,
1985-426,Johannesburg,Hard,32,A,19851007,16,100532,2,,Johan Kriek,R,175,USA,27.4,100751,,,Roberto Saad,R,185,ARG,24.3,6-2 1-0 RET,3,R32,,,,,,,,,,,,,,,,,,,,13,,139,
1978-312,Bologna,Carpet,32,A,19781128,25,100581,,,John McEnroe,L,180,USA,19.7,100179,,,Karl Meiler,R,178,GER,29.5,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,5,,89,
1980-419,Indianapolis,Clay,64,A,19800804,28,100203,12,,Phil Dent,R,183,AUS,30.4,100336,,Q,Guillermo Aubone,L,,ARG,26.1,7-6 7-5,3,R64,,,,,,,,,,,,,,,,,,,,35,,,
2021-0416,Rome Masters,Clay,64,M,20210510,284,200221,,Q,Alejandro Davidovich Fokina,R,183,ESP,21.9,111815,,Q,Cameron Norrie,L,188,GBR,25.7,6-2 6-3,3,R32,78,0,5,55,40,30,7,9,1,2,1,1,55,34,23,5,8,7,11,48,1328,49,1315
1975-338,Sydney Outdoor,Grass,64,A,19751221,36,100257,,,Ross Case,R,,AUS,24.1,100201,,,Syd Ball,R,188,AUS,25.9,6-3 3-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,27,0,116,0
1979-580,Australian Open,Grass,64,G,19791224,5,100203,13,,Phil Dent,R,183,AUS,29.8,100293,,,John Marks,R,,AUS,27.0,6-3 6-2 6-2,5,R64,,,,,,,,,,,,,,,,,,,,77,,,
2007-773,Bucharest,Clay,32,A,20070910,16,104792,,Q,Gael Monfils,R,193,FRA,21.0,103835,2,,Filippo Volandri,R,183,ITA,26.0,6-3 7-6(4),3,R32,104,3,7,69,33,25,14,11,1,5,0,2,74,53,25,13,10,4,9,48,672,28,971
2015-316,Bastad,Clay,28,A,20150720,12,105077,,,Albert Ramos,L,188,ESP,27.5,104563,,,Luca Vanni,R,198,ITA,30.1,6-4 6-4,3,R32,,1,3,59,36,26,17,10,2,2,9,2,65,34,26,16,10,5,7,57,823,141,379
2015-6718,Bogota,Hard,28,A,20150720,9,105216,,,Yuichi Sugita,R,173,JPN,26.8,104905,,WC,Nicolas Barrientos,R,175,COL,28.2,3-6 6-3 6-4,3,R32,,10,4,92,56,44,19,14,4,5,1,8,93,64,44,15,14,6,8,152,337,293,161
1997-807,Mexico City,Clay,32,A,19971020,26,102839,,,Nicolas Lapentti,R,188,ECU,21.1,102135,,,Emilio Benfele Alvarez,R,183,ESP,24.9,6-2 4-6 7-5,3,QF,118,5,5,83,48,37,21,15,2,4,3,8,83,44,34,19,15,1,5,89,545,101,443
2003-520,Roland Garros,Clay,128,G,20030526,16,103900,8,,David Nalbandian,R,180,ARG,21.3,103656,,,Albert Montanes,R,175,ESP,22.4,6-4 6-3 3-6 7-5,5,R128,163,11,9,133,75,54,24,20,13,19,4,9,132,76,54,16,20,9,17,8,1935,104,385
2001-D069,Davis Cup WG SF: NED vs FRA,Carpet,4,D,20010921,4,102854,,,Sjeng Schalken,R,193,NED,25.0,103096,,,Arnaud Clement,R,173,FRA,23.7,7-6(6) 7-6(3),3,RR,,,,,,,,,,,,,,,,,,,,24,1253,13,1735
1996-568,St. Petersburg,Carpet,32,A,19960318,1,102338,1,,Yevgeny Kafelnikov,R,190,RUS,22.0,101481,,Q,Omar Camporese,R,188,ITA,27.8,6-3 6-3,3,R32,55,5,2,49,26,20,15,9,2,3,5,2,45,15,10,14,9,1,5,7,2505,128,340
1998-301,Auckland,Hard,32,A,19980112,18,102202,,,Kenneth Carlsen,L,190,DEN,24.7,102131,,WC,Alistair Hunt,R,190,NZL,25.1,6-1 6-3,3,R16,62,5,2,42,26,24,10,8,1,1,3,4,53,37,24,2,8,6,10,96,504,231,181
2015-D007,Davis Cup WG R1: CAN vs JPN,Hard,4,D,20150306,2,105453,,,Kei Nishikori,R,178,JPN,25.1,105577,,,Vasek Pospisil,R,193,CAN,24.6,6-4 7-6(5) 6-3,5,RR,,,,,,,,,,,,,,,,,,,,4,5415,62,785
1998-416,Rome Masters,Clay,64,M,19980511,7,102610,,,Albert Costa,R,180,ESP,22.8,102024,,Q,Hernan Gumy,R,188,ARG,26.1,6-3 6-1,3,R64,98,4,2,62,41,29,12,8,4,4,1,5,72,45,27,8,8,8,12,20,1729,88,532
2002-D075,Davis Cup G2 PO: LAT vs UKR,Clay,4,D,20020712,5,104557,,,Andis Juska,R,,LAT,17.1,104000,,,Andrey Dernovskiy,U,,UKR,20.1,6-3 3-1 RET,5,RR,,,,,,,,,,,,,,,,,,,,,,579,32
1974-424,San Francisco,Carpet,64,A,19740923,28,100272,,,Sandy Mayer,R,178,USA,22.4,100127,6,,Tom Gorman,R,180,USA,28.6,7-6 4-6 7-5,3,R64,,,,,,,,,,,,,,,,,,,,103,,17,
2013-747,Beijing,Hard,32,A,20130930,24,104745,2,,Rafael Nadal,L,185,ESP,27.3,104259,,,Philipp Kohlschreiber,R,178,GER,29.9,6-4 7-6(3),3,R16,115,3,2,76,46,31,18,11,4,6,2,1,76,38,28,18,11,2,5,2,10860,25,1445
1989-237,Sao Paulo,Carpet,32,A,19891106,29,101439,4,,Javier Sanchez,R,178,ESP,21.7,101179,,,Jean Philippe Fleurian,R,185,FRA,24.1,1-6 7-6 7-6,3,SF,,,,,,,,,,,,,,,,,,,,37,,67,
1992-520,Roland Garros,Clay,128,G,19920525,62,101243,,,Roberto Azar,L,185,ARG,26.1,101510,,Q,Henrik Holm,R,183,SWE,23.7,4-6 7-6(4) 6-3 7-5,5,R128,167,2,2,140,101,69,18,22,6,11,18,7,149,92,76,19,21,3,9,105,348,137,255
1976-423,Los Angeles,Carpet,64,A,19760920,238,100380,,Q,Butch Walts,R,193,USA,21.2,100105,,,Allan Stone,R,,AUS,30.9,7-5 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1988-402,Memphis,Hard,48,A,19880215,15,100611,,WC,Mel Purcell,R,178,USA,28.5,100440,,Q,Eddie Edwards,R,190,RSA,31.6,7-6 6-2,3,R64,,,,,,,,,,,,,,,,,,,,145,,239,
2024-7694,Lyon,Clay,32,A,20240520,279,126239,,,Arthur Rinderknech,R,196,FRA,28.8,105554,,,Daniel Evans,R,175,GBR,33.9,6-3 4-6 7-6(6),3,R32,179,20,2,93,61,48,16,15,6,8,4,4,114,60,42,29,16,7,10,73,739,60,831
2014-311,Queen's Club,Grass,56,A,20140609,6,105676,,,David Goffin,R,180,BEL,23.5,106233,,,Dominic Thiem,R,185,AUT,20.7,6-4 6-2,3,R64,65,3,2,50,32,25,12,9,0,0,4,1,58,34,23,12,9,5,8,105,548,55,851
1993-314,Gstaad,Clay,32,A,19930705,7,101806,,,Marc Kevin Goellner,R,196,GER,22.7,101195,,,Amos Mansdorf,R,175,ISR,27.7,7-6(4) 6-4,3,R32,87,14,6,69,35,28,18,11,4,6,10,3,79,37,28,19,11,6,9,37,785,29,968
1973-6817,San Juan,Hard,10,A,19730305,288,100081,,,Charlie Pasarell,R,185,USA,29.0,100351,,,Freddie De Jesus,R,,PUR,18.3,W/O,3,RR,,,,,,,,,,,,,,,,,,,,,,,
1981-520,Roland Garros,Clay,128,G,19810525,127,100437,1,,Bjorn Borg,R,180,SWE,24.9,100656,5,,Ivan Lendl,R,188,USA,21.2,6-1 4-6 6-2 3-6 6-1,5,F,,,,,,,,,,,,,,,,,,,,1,,5,
1984-428,Tokyo Indoor,Carpet,32,A,19841015,281,100836,,Q,Glenn Michibata,R,175,CAN,22.3,100757,5,,Anders Jarryd,R,180,SWE,23.2,6-4 6-2,3,R32,,,,,,,,,,,,,,,,,,,,158,,6,
1975-423,Los Angeles,Hard,64,A,19750915,25,100135,6,,Onny Parun,R,188,NZL,28.4,100196,,,Haroon Rahim,R,,PAK,25.8,3-6 6-3 6-4,3,R64,,,,,,,,,,,,,,,,,,,,21,,,
1990-424,San Francisco,Carpet,32,A,19900205,14,100631,,,Tim Wilkison,L,180,USA,30.2,101265,,Q,Patrick McEnroe,R,183,USA,23.6,6-7 6-1 7-6,3,R32,,,,,,,,,,,,,,,,,,,,114,,355,
2006-329,Tokyo,Hard,48,A,20061002,3,102565,,,Alexander Waske,R,188,GER,31.5,102282,,Q,Tetsuya Chaen,R,,JPN,32.9,6-4 6-4,3,R64,67,10,0,49,33,28,12,10,0,0,2,2,60,39,21,16,10,2,4,126,359,625,33
2009-499,Delray Beach,Hard,32,A,20090223,12,105095,,Q,Evgeny Korolev,R,185,KAZ,21.0,103857,4,,Igor Kunitsyn,R,180,RUS,27.4,6-4 7-6(3),3,R32,93,3,4,65,40,28,14,11,2,5,6,4,83,65,40,6,11,5,9,105,848,40,1540
2016-M001,Sydney,Hard,32,A,20160111,279,103917,,Q,Nicolas Mahut,R,190,FRA,33.9,105173,,,Adrian Mannarino,L,183,FRA,27.5,6-4 7-5,3,R32,98,4,1,63,41,26,11,11,5,8,4,3,74,47,29,9,11,4,9,71,710,44,985
2006-402,Memphis,Hard,32,A,20060220,23,104417,,,Robin Soderling,R,193,SWE,21.5,102202,,,Kenneth Carlsen,L,190,DEN,32.8,7-6(3) 6-4,3,R16,85,13,1,60,44,37,11,11,0,1,17,1,91,64,46,10,11,9,11,87,440,126,320
1992-416,Rome Masters,Clay,64,M,19920511,41,101439,,,Javier Sanchez,R,178,ESP,24.2,101481,,,Omar Camporese,R,188,ITA,24.0,3-6 7-5 6-3,3,R32,142,0,2,92,69,44,15,15,5,7,3,2,92,55,36,23,15,3,6,33,1000,26,1099
1999-416,Rome Masters,Clay,64,M,19990510,1,102338,1,,Yevgeny Kafelnikov,R,190,RUS,25.2,102162,,,Chris Woodruff,R,188,USA,26.3,7-6(1) 5-7 6-4,3,R64,145,6,3,118,86,53,13,17,10,17,13,8,115,70,49,16,17,7,14,1,3382,158,292
1996-310,Oporto,Clay,32,A,19960610,17,102845,1,,Carlos Moya,R,190,ESP,19.7,101938,,Q,Bernardo Mota,R,178,POR,24.9,6-1 3-6 7-5,3,R16,141,0,1,116,80,47,16,14,7,13,3,3,105,46,23,28,14,10,18,20,1202,367,76
1973-D040,Davis Cup EUR SF: IND vs PAK,Grass,4,D,19730420,2,100270,,,Anand Amritraj,R,185,IND,21.0,107830,,,Munawar Iqbal,R,,PAK,25.1,6-2 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,,,
1986-418,Washington,Clay,56,A,19860728,54,100942,2,,Thierry Tulasne,R,178,FRA,23.0,101061,5,,Jimmy Arias,R,175,USA,21.9,7-5 6-0,3,SF,,,,,,,,,,,,,,,,,,,,15,,21,
2017-M006,Indian Wells Masters,Hard,128,M,20170306,238,104925,2,,Novak Djokovic,R,188,SRB,29.7,106378,,,Kyle Edmund,R,188,GBR,22.1,6-4 7-6(5),3,R64,111,3,3,77,51,35,13,11,1,3,4,3,78,47,32,15,11,5,8,2,9825,46,933
2021-0438,Moscow,Hard,32,A,20211018,288,111575,3,,Karen Khachanov,R,198,RUS,25.4,105902,,,James Duckworth,R,183,AUS,29.7,3-6 6-3 6-1,3,R16,109,17,3,66,37,30,18,12,0,1,8,2,90,52,38,13,13,8,12,31,1718,52,1139
1968-D020,Davis Cup EUR SF: USA vs ESP,Hard,4,D,19680816,2,100074,,,Arthur Ashe,R,185,USA,25.1,100064,,,Juan Gisbert,R,,ESP,26.3,6-2 6-4 6-2,5,RR,,,,,,,,,,,,,,,,,,,,,,,
2001-520,Roland Garros,Clay,128,G,20010528,74,102831,,Q,Jacobo Diaz,R,173,ESP,24.8,103602,,Q,Fernando Gonzalez,R,183,CHI,20.8,3-6 7-5 6-3 6-4,5,R64,162,2,1,117,89,62,16,20,9,13,12,10,130,77,56,21,20,10,16,79,528,160,240
1976-520,Roland Garros,Clay,128,G,19760531,29,100064,,,Juan Gisbert,R,,ESP,34.1,100087,12,,John Newcombe,R,183,AUS,32.0,2-6 7-6 7-5 6-4,5,R128,,,,,,,,,,,,,,,,,,,,,,,
1997-329,Tokyo,Hard,56,A,19970414,11,101510,,,Henrik Holm,R,183,SWE,28.6,102169,,,Michael Joyce,R,180,USA,24.1,4-6 6-3 7-5,3,R64,109,8,12,97,48,38,24,16,7,11,1,4,92,56,35,17,15,5,10,249,152,165,269
2016-540,Wimbledon,Grass,128,G,20160627,175,105777,,,Grigor Dimitrov,R,188,BUL,25.1,104468,16,,Gilles Simon,R,183,FRA,31.4,6-3 7-6(1) 4-6 6-4,5,R64,182,6,1,126,88,69,15,21,3,7,3,1,113,67,43,29,20,7,12,37,1150,20,1720
2016-M021,Madrid Masters,Clay,64,M,20160502,242,103970,9,,David Ferrer,R,175,ESP,34.0,104198,,,Guillermo Garcia Lopez,R,188,ESP,32.9,3-6 6-1 6-2,3,R64,107,0,2,71,44,31,14,12,1,3,2,1,75,41,25,15,12,5,10,9,3010,51,910
1974-419,Indianapolis,Clay,64,A,19740805,54,100437,3,,Bjorn Borg,R,180,SWE,18.1,100064,12,,Juan Gisbert,R,,ESP,32.3,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,9,0,48,0
2022-0451,Doha,Hard,32,A,20220214,273,105554,5,,Daniel Evans,R,175,GBR,31.7,106078,,,Egor Gerasimov,R,196,BLR,29.2,6-4 6-4,3,R32,91,5,1,58,34,29,13,10,0,0,7,0,62,42,29,10,10,3,5,28,1702,124,574
1981-331,Melbourne Indoor,Carpet,32,A,19811019,28,100342,2,,Vitas Gerulaitis,R,183,USA,27.2,100337,5,,Mark Edmondson,R,185,AUS,27.3,7-5 6-3,3,QF,,,,,,,,,,,,,,,,,,,,13,,48,
1981-308,Munich,Clay,32,A,19810518,14,100445,,,Steve Denton,R,188,USA,24.6,100268,,,Denis Naegelen,R,,FRA,29.1,6-0 7-6,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1998-306,St. Poelten,Clay,32,A,19980518,16,101647,,,Byron Black,R,175,ZIM,28.6,102158,2,,Patrick Rafter,R,185,AUS,25.3,6-3 6-4,3,R32,89,0,1,58,39,24,14,9,5,6,5,3,74,51,33,7,10,5,9,53,829,4,3190
1998-540,Wimbledon,Grass,128,G,19980622,41,101964,14,,Goran Ivanisevic,L,193,CRO,26.7,101917,,,Grant Stafford,R,188,RSA,27.0,6-3 6-3 6-2,5,R128,80,17,4,92,56,52,17,13,1,2,7,3,99,56,38,17,13,14,20,25,1284,108,469
1993-240,Sao Paulo,Clay,32,A,19931101,15,101897,,,Fernando Meligeni,L,180,BRA,22.5,101312,,,Robbie Weiss,R,183,USA,26.9,6-3 6-2,3,R32,72,5,1,52,25,19,16,9,0,1,4,0,59,41,22,8,8,7,11,101,466,115,390
2017-6242,Winston-Salem,Hard,64,A,20170821,247,105916,,Q,Marton Fucsovics,R,188,HUN,25.5,105208,,WC,Ernests Gulbis,R,190,LAT,28.9,7-6(1) 6-2,3,R64,93,4,3,62,35,30,16,10,0,0,8,8,71,41,29,13,10,3,5,122,458,257,201
2004-891,Chennai,Hard,32,A,20040105,31,102845,1,,Carlos Moya,R,190,ESP,27.3,103387,2,,Paradorn Srichaphan,R,185,THA,24.5,6-4 3-6 7-6(5),3,F,115,8,4,93,49,40,25,16,0,2,9,2,90,64,50,14,15,0,1,7,2280,11,1595
2003-580,Australian Open,Hard,128,G,20030113,2,102464,,Q,Todd Larkham,R,178,AUS,28.2,102821,,,Cecil Mamiit,R,173,PHI,26.5,6-7(5) 6-3 7-6(5) 6-4,5,R128,212,2,4,162,122,71,20,22,6,13,1,5,134,75,49,23,21,6,15,235,129,107,379
1971-681,Miami WCT,Hard,32,A,19710404,30,100029,4,,Rod Laver,L,173,AUS,32.6,100022,8,,Roy Emerson,R,183,AUS,34.4,2-6 6-3 7-5,3,SF,,,,,,,,,,,,,,,,,,,,,,,
1981-358,San Juan,Hard,32,A,19810119,8,100351,,,Freddie De Jesus,R,,PUR,26.2,100270,7,,Anand Amritraj,R,185,IND,28.8,7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1979-324,Maui,Hard,48,A,19791001,6,100451,,LL,Tony Graham,R,,USA,22.9,100459,,Q,Tracy Delatte,R,178,USA,22.7,6-3 6-2,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1971-560,US Open,Grass,128,G,19710901,29,100005,,,Richard Gonzalez,R,188,USA,43.3,100304,,,Robert Kreiss,R,,USA,18.3,6-7 6-4 6-4 6-4,5,R128,,,,,,,,,,,,,,,,,,,,,,,
2010-403,Miami Masters,Hard,96,M,20100324,55,103900,,WC,David Nalbandian,R,180,ARG,28.2,104678,30,,Viktor Troicki,R,193,SRB,24.1,6-3 4-6 6-4,3,R64,140,0,5,106,56,40,21,15,5,9,9,6,98,51,30,23,14,11,16,161,300,35,1155
1997-424,San Jose,Hard,32,A,19970210,12,101736,3,,Andre Agassi,R,180,USA,26.7,101956,,,Mark Knowles,R,190,BAH,25.4,6-4 4-6 6-2,3,R32,124,2,3,97,58,42,19,14,4,6,6,8,113,53,34,29,14,12,16,12,1948,144,299
1994-325,Palermo,Clay,32,A,19940926,6,101686,,,Franco Davin,L,173,ARG,24.7,102701,,WC,Marcelo Rios,L,175,CHI,18.7,6-1 4-6 6-4,3,R32,101,3,1,78,53,32,16,14,3,7,1,3,80,49,30,13,13,2,8,62,691,113,418
1970-418,Washington,Hard,64,A,19700718,275,100119,,,Ilie Nastase,R,183,ROU,23.9,100049,,,Jim Mcmanus,L,175,USA,29.8,6-2 6-0,3,R32,,,,,,,,,,,,,,,,,,,,,,,
1980-314,Gstaad,Clay,32,A,19800707,10,100337,,,Mark Edmondson,R,185,AUS,26.0,100498,,,Klaus Eberhard,R,,GER,22.8,6-3 6-2,3,R32,,,,,,,,,,,,,,,,,,,,71,,87,
2012-308,Munich,Clay,28,A,20120430,5,105053,,,Santiago Giraldo,R,188,COL,24.4,104327,,,Steve Darcis,R,178,BEL,28.1,6-4 6-3,3,R32,77,4,1,68,49,37,10,10,3,3,2,2,44,33,27,3,9,1,3,53,853,67,735
1987-224,Schenectady,Hard,32,A,19870720,31,101409,1,,Jaime Yzaga,R,170,PER,19.7,101004,4,,Jim Pugh,R,193,USA,23.4,0-6 7-6 6-1,3,F,,,,,,,,,,,,,,,,,,,,70,,76,
1982-341,Metz,Hard,32,A,19820315,6,100486,,,Christophe Roger Vasselin,R,188,FRA,24.6,100699,,,Chris Johnstone,R,175,AUS,21.4,6-2 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,
2015-496,Marseille,Hard,28,A,20150216,11,105526,,,Jan Lennard Struff,R,193,GER,24.8,103917,,Q,Nicolas Mahut,R,190,FRA,33.0,6-1 6-7(6) 7-6(1),3,R32,121,15,1,103,66,57,21,16,0,0,8,2,87,56,43,20,15,0,2,69,729,119,475
1971-540,Wimbledon,Grass,128,G,19710621,98,100084,,,Tom Okker,R,178,NED,27.3,100037,,,Nikola Pilic,L,191,CRO,31.8,3-6 6-3 6-4 8-6,5,R32,,,,,,,,,,,,,,,,,,,,,,,
1999-D001,Davis Cup G1 PO: CRO vs POR,Carpet,4,D,19990924,2,101416,,,Joao Cunha Silva,R,173,POR,31.8,103318,,,Zeljko Krajan,R,178,CRO,20.6,7-6(4) 6-2 6-2,5,RR,,,,,,,,,,,,,,,,,,,,250,167,303,126
1968-9316,Baltimore WCT,Carpet,8,A,19680531,296,100055,,,Cliff Drysdale,R,188,RSA,27.0,100048,,,Earl Butch Buchholz,R,188,USA,27.7,8-5,3,QF,,,,,,,,,,,,,,,,,,,,,,,
1995-325,Palermo,Clay,32,A,19950925,23,102146,,,Jordi Burillo,R,188,ESP,22.7,101826,,,Alex Lopez Moron,R,175,ESP,24.8,7-6(4) 4-6 6-3,3,R16,124,5,1,105,51,35,26,16,7,13,5,1,88,50,32,18,15,5,11,78,552,107,442
